course_code,course,EX,A,B,C,D,P,F,session,category,Personal Interest,EX_percent,A_percent,B_percent,C_percent,D_percent,P_percent,F_percent,Mean Grade,cum_EX_A_%,cum_EX_A_B_%,"cum_EX,A,B,C_%"
CE21003,HYDRAULICS ,11,21,13,3,0,0,0,Spring 20,Civil Engineering_related_roles,,22.916666666666664,43.75,27.083333333333332,6.25,0.0,0.0,0.0,8.833333333333334,66.66666666666666,93.74999999999999,99.99999999999999
CE29006,WATER RESOURCES ENGG. LABORATORY ,10,32,5,0,0,1,0,Spring 20,Civil Engineering_related_roles,,20.833333333333336,66.66666666666666,10.416666666666668,0.0,0.0,2.083333333333333,0.0,8.916666666666666,87.5,97.91666666666667,97.91666666666667
BS20001,SCIENCE OF LIVING SYSTEM ,46,414,223,52,17,5,1,Autumn 20,Other_related_roles,,6.068601583113456,54.61741424802111,29.419525065963057,6.860158311345646,2.242744063324538,0.6596306068601583,0.13192612137203166,8.490765171503957,60.68601583113457,90.10554089709763,96.96569920844327
CE31003,SOIL MECHANICS ,0,4,24,16,3,0,1,Autumn 20,Civil Engineering_related_roles,,0.0,8.333333333333332,50.0,33.33333333333333,6.25,0.0,2.083333333333333,7.458333333333333,8.333333333333332,58.33333333333333,91.66666666666666
CE31005,WATER AND W.W. ENGINEERING ,0,30,13,4,0,1,0,Autumn 20,Civil Engineering_related_roles,,0.0,62.5,27.083333333333332,8.333333333333332,0.0,2.083333333333333,0.0,8.375,62.5,89.58333333333333,97.91666666666666
CE31216,CONSTRUCTION PLANNING AND MANAGEMENT ,3,19,19,4,2,0,0,Autumn 20,Civil Engineering_related_roles,,6.382978723404255,40.42553191489361,40.42553191489361,8.51063829787234,4.25531914893617,0.0,0.0,8.361702127659575,46.80851063829787,87.23404255319147,95.7446808510638
CE39009,SOIL MECHANICS LABORATORY ,3,3,14,17,5,6,0,Autumn 20,Civil Engineering_related_roles,,6.25,6.25,29.166666666666668,35.41666666666667,10.416666666666668,12.5,0.0,6.625,12.5,41.66666666666667,77.08333333333334
CE39011,W & W.W. ENGINEERING LABORATORY ,3,21,18,4,2,0,0,Autumn 20,Civil Engineering_related_roles,,6.25,43.75,37.5,8.333333333333332,4.166666666666666,0.0,0.0,8.395833333333334,50.0,87.5,95.83333333333333
EV20001,ENVIRONMENTAL SCIENCE ,145,305,182,78,39,12,0,Autumn 20,Other_related_roles,,19.053876478318003,40.07884362680683,23.915900131406044,10.249671484888305,5.124835742444152,1.5768725361366622,0.0,8.45072273324573,59.13272010512483,83.04862023653088,93.29829172141919
CE31002,FOUNDATION ENGINEERING ,2,3,5,13,18,7,0,Spring 21,Civil Engineering_related_roles,,4.166666666666666,6.25,10.416666666666668,27.083333333333332,37.5,14.583333333333334,0.0,5.958333333333333,10.416666666666666,20.833333333333336,47.91666666666667
CE31111,DESIGN OF HYDRAULIC STRUCTURES ,13,22,6,2,2,0,0,Spring 21,Civil Engineering_related_roles,,28.888888888888886,48.888888888888886,13.333333333333334,4.444444444444445,4.444444444444445,0.0,0.0,8.933333333333334,77.77777777777777,91.1111111111111,95.55555555555554
CE31302,ENVIRONMENTAL ENGINEERING ,0,3,6,3,1,0,0,Spring 21,Civil Engineering_related_roles,,0.0,23.076923076923077,46.15384615384615,23.076923076923077,7.6923076923076925,0.0,0.0,7.846153846153846,23.076923076923077,69.23076923076923,92.3076923076923
CE39004,DESIGN SESSIONAL ,5,31,9,3,0,0,0,Spring 21,Civil Engineering_related_roles,,10.416666666666668,64.58333333333334,18.75,6.25,0.0,0.0,0.0,8.791666666666666,75.00000000000001,93.75000000000001,100.00000000000001
CE39008,CIVIL ENGG. DRAWING AND EST. ,2,8,33,3,2,0,0,Spring 21,Civil Engineering_related_roles,,4.166666666666666,16.666666666666664,68.75,6.25,4.166666666666666,0.0,0.0,8.104166666666666,20.83333333333333,89.58333333333333,95.83333333333333
ET60029, ,5,6,0,1,0,1,0,Spring 21,Other_related_roles,,38.46153846153847,46.15384615384615,0.0,7.6923076923076925,0.0,7.6923076923076925,0.0,8.538461538461538,84.61538461538461,84.61538461538461,92.3076923076923
CE41003,STRUCTURAL DYNAMICS & EARTHQUAKE ENGG. ,1,3,9,5,3,0,0,Autumn 21,Civil Engineering_related_roles,,4.761904761904762,14.285714285714285,42.857142857142854,23.809523809523807,14.285714285714285,0.0,0.0,7.714285714285714,19.047619047619047,61.9047619047619,85.71428571428571
CE41601,SOLID WASTE MANAGEMENT ,0,1,2,0,0,0,0,Autumn 21,Civil Engineering_related_roles,,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,8.333333333333334,33.33333333333333,99.99999999999999,99.99999999999999
CE48001,INDUSTRIAL TRAINING ,0,0,4,0,0,1,1,Autumn 21,Civil Engineering_related_roles,,0.0,0.0,66.66666666666666,0.0,0.0,16.666666666666664,16.666666666666664,5.333333333333333,0.0,66.66666666666666,66.66666666666666
CE60016, ,0,0,0,0,0,1,0,Autumn 21,Civil Engineering_related_roles,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
CE69021, ,2,8,13,23,1,1,0,Autumn 21,Civil Engineering_related_roles,,4.166666666666666,16.666666666666664,27.083333333333332,47.91666666666667,2.083333333333333,2.083333333333333,0.0,7.5625,20.83333333333333,47.91666666666666,95.83333333333333
MT30001,MATERIALS ENGINEERING ,44,128,38,2,3,0,1,Autumn 21,Metallurgical and Materials Engineering_related_roles,,20.37037037037037,59.25925925925925,17.59259259259259,0.9259259259259258,1.3888888888888888,0.0,0.4629629629629629,8.925925925925926,79.62962962962962,97.22222222222221,98.14814814814814
CE60112, ,1,1,0,1,0,0,1,Spring 22,Civil Engineering_related_roles,,25.0,25.0,0.0,25.0,0.0,0.0,25.0,6.5,50.0,50.0,75.0
CE60132, ,0,1,3,4,0,0,0,Spring 22,Civil Engineering_related_roles,,0.0,12.5,37.5,50.0,0.0,0.0,0.0,7.625,12.5,50.0,100.0
AI60004, ,0,1,1,0,0,0,0,Spring 21,Artificial Intelligence_related_roles,,0.0,50.0,50.0,0.0,0.0,0.0,0.0,8.5,50.0,100.0,100.0
CE31306,ENVIRONMENTAL IMPACT ASSESSMENT AND AUDITING ,2,6,1,0,2,0,0,Spring 21,Civil Engineering_related_roles,,18.181818181818183,54.54545454545454,9.090909090909092,0.0,18.181818181818183,0.0,0.0,8.545454545454545,72.72727272727272,81.81818181818181,81.81818181818181
CE31406,GROUND IMPROVEMENT ,1,0,0,0,3,2,0,Autumn 21,Civil Engineering_related_roles,,16.666666666666664,0.0,0.0,0.0,50.0,33.33333333333333,0.0,4.666666666666667,16.666666666666664,16.666666666666664,16.666666666666664
HS30034,MANAGERIAL ECONOMICS ,0,1,0,1,0,0,0,Autumn 21,Humanities and Social Science_related_roles,,0.0,50.0,0.0,50.0,0.0,0.0,0.0,8.0,50.0,50.0,100.0
CE60016, ,0,4,5,3,1,0,0,Spring 22,Civil Engineering_related_roles,,0.0,30.76923076923077,38.46153846153847,23.076923076923077,7.6923076923076925,0.0,0.0,7.923076923076923,30.76923076923077,69.23076923076924,92.30769230769232
CE41603,HAZARDOUS WASTE MANAGEMENT ,2,9,11,2,0,0,0,Spring 21,Civil Engineering_related_roles,,8.333333333333332,37.5,45.83333333333333,8.333333333333332,0.0,0.0,0.0,8.458333333333334,45.83333333333333,91.66666666666666,99.99999999999999
ET60006, ,14,21,5,0,0,0,0,Spring 21,Other_related_roles,,35.0,52.5,12.5,0.0,0.0,0.0,0.0,9.225,87.5,100.0,100.0
CE31410,ROCK MECHANICS AND TUNNELLING ,0,1,5,5,1,0,0,Autumn 21,Civil Engineering_related_roles,,0.0,8.333333333333332,41.66666666666667,41.66666666666667,8.333333333333332,0.0,0.0,7.5,8.333333333333332,50.0,91.66666666666667
CE41028,STRUCTURAL HEALTH MONITORING ,1,5,5,2,3,0,0,Spring 22,Civil Engineering_related_roles,,6.25,31.25,31.25,12.5,18.75,0.0,0.0,7.9375,37.5,68.75,81.25
CE48004,COMPREHENSIVE VIVA-VOCE ,0,1,4,2,3,1,0,Spring 22,Civil Engineering_related_roles,,0.0,9.090909090909092,36.36363636363637,18.181818181818183,27.27272727272727,9.090909090909092,0.0,6.636363636363637,9.090909090909092,45.45454545454546,63.63636363636364
BM40002,INTRODUCTION TO FINANCIAL MANAGEMENT ,11,37,53,15,0,0,0,Spring 21,Other_related_roles,,9.482758620689655,31.896551724137932,45.689655172413794,12.931034482758621,0.0,0.0,0.0,8.379310344827585,41.37931034482759,87.06896551724138,100.0
CE41627,ADVANCED STRUCTURAL ANALYSIS ,1,1,6,0,0,0,0,Autumn 21,Civil Engineering_related_roles,,12.5,12.5,75.0,0.0,0.0,0.0,0.0,8.375,25.0,100.0,100.0
CE41629,THEORY OF ELASTICITY AND PLASTICITY ,1,0,4,1,2,0,0,Autumn 21,Civil Engineering_related_roles,,12.5,0.0,50.0,12.5,25.0,0.0,0.0,7.625,12.5,62.5,75.0
CE47007,PROJECT-I ,3,9,7,1,0,1,0,Autumn 21,Civil Engineering_related_roles,,14.285714285714285,42.857142857142854,33.33333333333333,4.761904761904762,0.0,4.761904761904762,0.0,8.285714285714286,57.14285714285714,90.47619047619047,95.23809523809523
CE42002,THEORY OF ELASTIC STABILITY ,0,2,4,0,1,1,0,Spring 22,Civil Engineering_related_roles,,0.0,25.0,50.0,0.0,12.5,12.5,0.0,7.0,25.0,75.0,75.0
CE42006,BEHAVIOUR OF RC STRUCTURES ,1,0,0,6,1,0,0,Spring 22,Civil Engineering_related_roles,,12.5,0.0,0.0,75.0,12.5,0.0,0.0,7.25,12.5,12.5,87.5
CE48001,INDUSTRIAL TRAINING ,13,24,29,20,2,1,1,Autumn 22,Civil Engineering_related_roles,,14.444444444444443,26.666666666666668,32.22222222222222,22.22222222222222,2.2222222222222223,1.1111111111111112,1.1111111111111112,8.11111111111111,41.111111111111114,73.33333333333334,95.55555555555557
CE48003,COMPREHENSIVE VIVA-VOCE ,0,3,9,12,6,3,2,Autumn 22,Civil Engineering_related_roles,,0.0,8.571428571428571,25.71428571428571,34.285714285714285,17.142857142857142,8.571428571428571,5.714285714285714,6.257142857142857,8.571428571428571,34.285714285714285,68.57142857142857
CE57003,M.TECH PROJECT - I ,1,11,17,3,0,1,2,Autumn 22,Civil Engineering_related_roles,,2.857142857142857,31.428571428571427,48.57142857142857,8.571428571428571,0.0,2.857142857142857,5.714285714285714,7.6,34.285714285714285,82.85714285714286,91.42857142857143
CE60105, ,1,0,1,2,1,1,0,Autumn 22,Civil Engineering_related_roles,,16.666666666666664,0.0,16.666666666666664,33.33333333333333,16.666666666666664,16.666666666666664,0.0,6.333333333333333,16.666666666666664,33.33333333333333,66.66666666666666
CE60125, ,0,2,1,2,0,1,0,Autumn 22,Civil Engineering_related_roles,,0.0,33.33333333333333,16.666666666666664,33.33333333333333,0.0,16.666666666666664,0.0,6.666666666666667,33.33333333333333,49.99999999999999,83.33333333333331
CE61003, ,1,3,1,3,1,0,0,Autumn 22,Civil Engineering_related_roles,,11.11111111111111,33.33333333333333,11.11111111111111,33.33333333333333,11.11111111111111,0.0,0.0,8.0,44.44444444444444,55.55555555555556,88.88888888888889
CE69019, ,2,1,5,0,0,0,0,Autumn 22,Civil Engineering_related_roles,,25.0,12.5,62.5,0.0,0.0,0.0,0.0,8.625,37.5,100.0,100.0
CE31104,STATISTICAL METHODS IN HYDROLOGY ,0,0,1,0,0,0,0,Spring 21,Civil Engineering_related_roles,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,100.0
CE60124, ,0,0,2,1,0,0,0,Spring 22,Civil Engineering_related_roles,,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,7.666666666666667,0.0,66.66666666666666,99.99999999999999
MA60036, ,0,0,2,0,1,0,0,Spring 21,Mathematics_related_roles,,0.0,0.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,7.333333333333333,0.0,66.66666666666666,66.66666666666666
ET60004, ,1,4,6,0,0,0,0,Spring 20,Other_related_roles,,9.090909090909092,36.36363636363637,54.54545454545454,0.0,0.0,0.0,0.0,8.545454545454545,45.45454545454546,100.0,100.0
HS20004,POSITIVE PSYCHOLOGY ,44,39,0,0,0,0,0,Autumn 21,Humanities and Social Science_related_roles,,53.01204819277109,46.98795180722892,0.0,0.0,0.0,0.0,0.0,9.53012048192771,100.0,100.0,100.0
BM40004,INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION ,0,8,9,7,6,2,0,Spring 22,Other_related_roles,,0.0,25.0,28.125,21.875,18.75,6.25,0.0,7.15625,25.0,53.125,75.0
CE31306,ENVIRONMENTAL IMPACT ASSESSMENT AND AUDITING ,3,18,30,14,5,1,0,Spring 22,Civil Engineering_related_roles,,4.225352112676056,25.352112676056336,42.25352112676056,19.718309859154928,7.042253521126761,1.4084507042253522,0.0,7.887323943661972,29.577464788732392,71.83098591549296,91.54929577464789
CE60011, ,1,2,0,5,0,0,0,Autumn 21,Civil Engineering_related_roles,,12.5,25.0,0.0,62.5,0.0,0.0,0.0,7.875,37.5,37.5,100.0
CE60013, ,2,3,3,0,0,0,0,Autumn 21,Civil Engineering_related_roles,,25.0,37.5,37.5,0.0,0.0,0.0,0.0,8.875,62.5,100.0,100.0
CE60115, ,2,4,2,0,0,0,0,Autumn 21,Civil Engineering_related_roles,,25.0,50.0,25.0,0.0,0.0,0.0,0.0,9.0,75.0,100.0,100.0
CE60135, ,10,11,0,0,0,0,0,Autumn 21,Civil Engineering_related_roles,,47.61904761904761,52.38095238095239,0.0,0.0,0.0,0.0,0.0,9.476190476190476,100.0,100.0,100.0
CE60012, ,1,5,2,0,0,0,0,Spring 22,Civil Engineering_related_roles,,12.5,62.5,25.0,0.0,0.0,0.0,0.0,8.875,75.0,100.0,100.0
CE60014, ,0,3,5,0,0,0,0,Spring 22,Civil Engineering_related_roles,,0.0,37.5,62.5,0.0,0.0,0.0,0.0,8.375,37.5,100.0,100.0
CE58003,SEMINAR ,0,4,2,2,0,0,0,Autumn 22,Civil Engineering_related_roles,,0.0,50.0,25.0,25.0,0.0,0.0,0.0,8.25,50.0,75.0,100.0
CE60061, ,0,2,0,3,1,1,0,Autumn 22,Civil Engineering_related_roles,,0.0,28.57142857142857,0.0,42.857142857142854,14.285714285714285,14.285714285714285,0.0,6.428571428571429,28.57142857142857,28.57142857142857,71.42857142857142
CE69007, ,1,2,2,3,0,0,0,Autumn 22,Civil Engineering_related_roles,,12.5,25.0,25.0,37.5,0.0,0.0,0.0,8.125,37.5,62.5,100.0
HS30057,SOCIOLOGY OF ECONOMICS DEVELOPMENT ,15,34,7,2,1,0,1,Autumn 21,Humanities and Social Science_related_roles,,25.0,56.666666666666664,11.666666666666666,3.3333333333333335,1.6666666666666667,0.0,1.6666666666666667,8.866666666666667,81.66666666666666,93.33333333333333,96.66666666666666
HS20016,ENVIRONMENTAL HUMANITIES ,25,25,16,1,0,0,0,Autumn 21,Humanities and Social Science_related_roles,,37.3134328358209,37.3134328358209,23.88059701492537,1.4925373134328357,0.0,0.0,0.0,9.104477611940299,74.6268656716418,98.50746268656717,100.0
HS30074,SCIENCE AND HUMANISM ,23,13,5,0,1,0,0,Autumn 21,Humanities and Social Science_related_roles,,54.761904761904766,30.952380952380953,11.904761904761903,0.0,2.380952380952381,0.0,0.0,9.357142857142858,85.71428571428572,97.61904761904762,97.61904761904762
ET60012, ,3,16,15,14,7,6,0,Autumn 22,Other_related_roles,,4.918032786885246,26.229508196721312,24.59016393442623,22.950819672131146,11.475409836065573,9.836065573770492,0.0,7.114754098360656,31.147540983606557,55.73770491803279,78.68852459016394
BM40004,INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION ,4,19,15,14,8,0,0,Spring 21,Other_related_roles,,6.666666666666667,31.666666666666664,25.0,23.333333333333332,13.333333333333334,0.0,0.0,7.95,38.33333333333333,63.33333333333333,86.66666666666666
CE60016, ,2,0,3,1,0,1,0,Autumn 22,Civil Engineering_related_roles,,28.57142857142857,0.0,42.857142857142854,14.285714285714285,0.0,14.285714285714285,0.0,7.285714285714286,28.57142857142857,71.42857142857142,85.7142857142857
HS30001,INTRODUCTION TO SOCIOLOGY ,4,12,33,8,0,0,0,Spring 22,Humanities and Social Science_related_roles,,7.017543859649122,21.052631578947366,57.89473684210527,14.035087719298245,0.0,0.0,0.0,8.210526315789474,28.07017543859649,85.96491228070175,100.0
MA32010,FILE ORGANIZATION & DATABASE SYSTEMS ,0,0,4,0,1,0,0,Spring 22,Mathematics_related_roles,,0.0,0.0,80.0,0.0,20.0,0.0,0.0,7.6,0.0,80.0,80.0
CE60001, ,0,1,0,0,0,0,0,Autumn 21,Civil Engineering_related_roles,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,100.0,100.0,100.0
CE60005, ,0,1,0,0,0,0,0,Autumn 21,Civil Engineering_related_roles,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,100.0,100.0,100.0
CE69005, ,1,0,0,0,0,0,0,Autumn 21,Civil Engineering_related_roles,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,100.0,100.0
CE47006,PROJECT-II ,0,4,2,2,0,0,0,Spring 22,Civil Engineering_related_roles,,0.0,50.0,25.0,25.0,0.0,0.0,0.0,8.25,50.0,75.0,100.0
CE60002, ,0,0,0,0,1,0,0,Spring 22,Civil Engineering_related_roles,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0,0.0,0.0,0.0
CE60006, ,0,0,0,1,0,0,0,Spring 22,Civil Engineering_related_roles,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0
CE60113, ,0,1,0,0,0,0,0,Autumn 22,Civil Engineering_related_roles,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,100.0,100.0,100.0
CE69003, ,0,0,1,0,0,0,0,Autumn 22,Civil Engineering_related_roles,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,100.0
CE60021, ,0,6,11,1,0,0,0,Autumn 21,Civil Engineering_related_roles,,0.0,33.33333333333333,61.111111111111114,5.555555555555555,0.0,0.0,0.0,8.277777777777779,33.33333333333333,94.44444444444444,100.0
CE60023, ,0,8,6,3,1,0,0,Autumn 21,Civil Engineering_related_roles,,0.0,44.44444444444444,33.33333333333333,16.666666666666664,5.555555555555555,0.0,0.0,8.166666666666666,44.44444444444444,77.77777777777777,94.44444444444443
CE69023, ,2,16,0,0,0,0,0,Autumn 21,Civil Engineering_related_roles,,11.11111111111111,88.88888888888889,0.0,0.0,0.0,0.0,0.0,9.11111111111111,100.0,100.0,100.0
CE60022, ,3,6,7,1,1,0,0,Spring 22,Civil Engineering_related_roles,,16.666666666666664,33.33333333333333,38.88888888888889,5.555555555555555,5.555555555555555,0.0,0.0,8.5,49.99999999999999,88.88888888888889,94.44444444444444
CE60028, ,0,3,12,0,0,2,1,Spring 22,Civil Engineering_related_roles,,0.0,16.666666666666664,66.66666666666666,0.0,0.0,11.11111111111111,5.555555555555555,6.833333333333333,16.666666666666664,83.33333333333331,83.33333333333331
CE69008, ,0,6,6,1,5,0,0,Spring 22,Civil Engineering_related_roles,,0.0,33.33333333333333,33.33333333333333,5.555555555555555,27.77777777777778,0.0,0.0,7.722222222222222,33.33333333333333,66.66666666666666,72.22222222222221
CE69013, ,2,6,7,3,0,0,0,Autumn 22,Civil Engineering_related_roles,,11.11111111111111,33.33333333333333,38.88888888888889,16.666666666666664,0.0,0.0,0.0,8.38888888888889,44.44444444444444,83.33333333333334,100.0
ET60029, ,40,232,194,15,1,0,0,Autumn 22,Other_related_roles,,8.29875518672199,48.13278008298755,40.24896265560166,3.112033195020747,0.2074688796680498,0.0,0.0,8.612033195020746,56.43153526970954,96.6804979253112,99.79253112033194
EG30002,ENERGY CONVERSION PROCESSES ,3,12,14,9,2,0,0,Spring 21,Other_related_roles,,7.5,30.0,35.0,22.5,5.0,0.0,0.0,8.125,37.5,72.5,95.0
HS30040,"INDIAN SOCIETY, LITERATURE AND CULTURE ",0,1,1,0,0,0,0,Spring 20,Humanities and Social Science_related_roles,,0.0,50.0,50.0,0.0,0.0,0.0,0.0,8.5,50.0,100.0,100.0
CL60028, ,0,0,1,0,0,0,0,Spring 21,Other_related_roles,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,100.0
CE60213, ,0,4,4,4,1,0,0,Autumn 22,Civil Engineering_related_roles,,0.0,30.76923076923077,30.76923076923077,30.76923076923077,7.6923076923076925,0.0,0.0,7.846153846153846,30.76923076923077,61.53846153846154,92.3076923076923
CE31104,STATISTICAL METHODS IN HYDROLOGY ,1,2,0,0,0,0,0,Spring 22,Civil Engineering_related_roles,,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0,9.333333333333334,99.99999999999999,99.99999999999999,99.99999999999999
ES60008, ,1,0,2,0,0,0,0,Spring 21,Environmental Science_related_roles,,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,8.666666666666666,33.33333333333333,99.99999999999999,99.99999999999999
BM63097, ,0,0,0,0,0,1,0,Spring 22,Other_related_roles,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
CE60144, ,0,0,1,0,0,0,0,Spring 22,Civil Engineering_related_roles,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,100.0
CE60207, ,0,0,1,1,0,0,0,Autumn 22,Civil Engineering_related_roles,,0.0,0.0,50.0,50.0,0.0,0.0,0.0,7.5,0.0,50.0,100.0
CS60017, ,1,3,5,5,1,0,0,Autumn 20,Computer Science_related_roles,,6.666666666666667,20.0,33.33333333333333,33.33333333333333,6.666666666666667,0.0,0.0,7.866666666666666,26.666666666666668,60.0,93.33333333333333
CS60094, ,2,0,2,2,4,0,0,Spring 21,Computer Science_related_roles,,20.0,0.0,20.0,20.0,40.0,0.0,0.0,7.4,20.0,40.0,60.0
EP60020, ,0,2,1,0,1,0,0,Spring 20,Other_related_roles,,0.0,50.0,25.0,0.0,25.0,0.0,0.0,8.0,50.0,75.0,75.0
MA31011,OBJECT ORIENTED SYSTEMS DESIGN ,4,14,27,28,3,1,0,Autumn 20,Mathematics_related_roles,,5.194805194805195,18.181818181818183,35.064935064935064,36.36363636363637,3.896103896103896,1.2987012987012987,0.0,7.740259740259741,23.376623376623378,58.44155844155844,94.80519480519482
MA60067, ,1,0,1,4,0,0,0,Spring 22,Mathematics_related_roles,,16.666666666666664,0.0,16.666666666666664,66.66666666666666,0.0,0.0,0.0,7.666666666666667,16.666666666666664,33.33333333333333,99.99999999999999
MA30014,OPERATION RESEARCH ,0,3,3,2,2,0,0,Autumn 22,Mathematics_related_roles,,0.0,30.0,30.0,20.0,20.0,0.0,0.0,7.7,30.0,60.0,80.0
CE60136, ,0,0,1,0,0,0,0,Spring 22,Civil Engineering_related_roles,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,100.0
IM60006, ,1,11,6,2,0,0,0,Spring 21,Industrial and Systems Engineering_related_roles,,5.0,55.00000000000001,30.0,10.0,0.0,0.0,0.0,8.55,60.00000000000001,90.0,100.0
EP60018, ,7,14,5,0,0,0,0,Spring 22,Other_related_roles,,26.923076923076923,53.84615384615385,19.230769230769234,0.0,0.0,0.0,0.0,9.076923076923077,80.76923076923077,100.0,100.0
CS31702,COMPUTER ARCHITECTURE AND OPERATING SYSTEM ,0,1,2,0,0,0,0,Spring 20,Computer Science_related_roles,Computer Architecture and Operating Systems; ,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,8.333333333333334,33.33333333333333,99.99999999999999,99.99999999999999
CS60077, ,1,2,4,0,0,0,0,Autumn 21,Computer Science_related_roles,,14.285714285714285,28.57142857142857,57.14285714285714,0.0,0.0,0.0,0.0,8.571428571428571,42.857142857142854,100.0,100.0
CE60105, ,0,0,0,0,0,1,0,Spring 22,Civil Engineering_related_roles,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
MA30002,MODERN ALGEBRA ,7,22,22,3,3,5,1,Spring 21,Mathematics_related_roles,,11.11111111111111,34.92063492063492,34.92063492063492,4.761904761904762,4.761904761904762,7.936507936507936,1.5873015873015872,7.666666666666667,46.031746031746025,80.95238095238093,85.7142857142857
MA61001, ,0,2,4,3,0,0,0,Autumn 22,Mathematics_related_roles,,0.0,22.22222222222222,44.44444444444444,33.33333333333333,0.0,0.0,0.0,7.888888888888889,22.22222222222222,66.66666666666666,99.99999999999999
ES61002, ,0,5,0,0,1,0,0,Spring 21,Environmental Science_related_roles,,0.0,83.33333333333334,0.0,0.0,16.666666666666664,0.0,0.0,8.5,83.33333333333334,83.33333333333334,83.33333333333334
RX60019, ,0,0,0,1,1,0,0,Spring 21,Other_related_roles,,0.0,0.0,0.0,50.0,50.0,0.0,0.0,6.5,0.0,0.0,50.0
MA40007,THEORY OF COMPILER DESIGN ,0,0,0,0,2,0,0,Autumn 21,Mathematics_related_roles,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0,0.0,0.0,0.0
MA60259, ,0,0,0,0,1,0,0,Autumn 21,Mathematics_related_roles,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0,0.0,0.0,0.0
GG52022,GROUNDWATER GEOLOGY ,0,18,8,1,0,0,0,Spring 22,Geology and Geophysics_related_roles,,0.0,66.66666666666666,29.629629629629626,3.7037037037037033,0.0,0.0,0.0,8.62962962962963,66.66666666666666,96.29629629629628,99.99999999999999
HS60005, ,2,7,16,13,5,4,0,Autumn 21,Humanities and Social Science_related_roles,,4.25531914893617,14.893617021276595,34.04255319148936,27.659574468085108,10.638297872340425,8.51063829787234,0.0,7.0638297872340425,19.148936170212764,53.191489361702125,80.85106382978724
MA61011, ,0,0,0,1,0,0,0,Autumn 21,Mathematics_related_roles,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0
CE41601,SOLID WASTE MANAGEMENT ,0,0,1,0,0,0,0,Spring 22,Civil Engineering_related_roles,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,100.0
MA60259, ,0,0,0,0,1,0,0,Spring 22,Mathematics_related_roles,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0,0.0,0.0,0.0
CH20001,FLUID MECHANICS ,5,10,17,10,3,1,0,Autumn 19,Chemical Engineering_related_roles,,10.869565217391305,21.73913043478261,36.95652173913043,21.73913043478261,6.521739130434782,2.1739130434782608,0.0,7.913043478260869,32.608695652173914,69.56521739130434,91.30434782608695
CH21103,CHEMICAL PROCESS CALCULATIONS ,3,7,6,10,16,4,0,Autumn 19,Chemical Engineering_related_roles,,6.521739130434782,15.217391304347828,13.043478260869565,21.73913043478261,34.78260869565217,8.695652173913043,0.0,6.673913043478261,21.73913043478261,34.78260869565217,56.52173913043478
HS30074,SCIENCE AND HUMANISM ,3,4,5,3,1,0,0,Autumn 19,Humanities and Social Science_related_roles,,18.75,25.0,31.25,18.75,6.25,0.0,0.0,8.3125,43.75,75.0,93.75
BS20001,SCIENCE OF LIVING SYSTEM ,32,86,94,57,26,15,0,Spring 20,Other_related_roles,,10.32258064516129,27.741935483870968,30.32258064516129,18.387096774193548,8.38709677419355,4.838709677419355,0.0,7.745161290322581,38.064516129032256,68.38709677419354,86.77419354838709
CH21004,HEAT TRANSFER ,6,17,11,4,5,3,0,Spring 20,Chemical Engineering_related_roles,,13.043478260869565,36.95652173913043,23.91304347826087,8.695652173913043,10.869565217391305,6.521739130434782,0.0,7.804347826086956,49.99999999999999,73.91304347826086,82.6086956521739
