course_code,course,EX,A,B,C,D,P,F,session,category,Personal Interest,EX_percent,A_percent,B_percent,C_percent,D_percent,P_percent,F_percent,Mean Grade,cum_EX_A_%,cum_EX_A_B_%,"cum_EX,A,B,C_%"
CE13001,ENGINEERING DRAWING AND COMPUTER GRAPHICS ,50,76,153,95,47,27,1,Autumn 18,Civil Engineering_related_roles,,11.1358574610245,16.926503340757236,34.075723830734965,21.158129175946545,10.46770601336303,6.013363028953229,0.22271714922048996,7.472160356347438,28.062360801781736,62.1380846325167,83.29621380846325
CS10001,PROGRAMMING AND DATA STRUCTURES ,54,57,70,71,108,88,1,Autumn 18,Computer Science_related_roles,Programming and Software Engineering; Competitive Programming for IT; ,12.026726057906458,12.694877505567929,15.590200445434299,15.812917594654788,24.053452115812917,19.599109131403118,0.22271714922048996,6.142538975501114,24.72160356347439,40.31180400890869,56.12472160356347
CS19101,PROGRAMMING AND DATA STRUCTURES TUTORIAL AND LABORATORY ,71,83,119,96,56,22,1,Autumn 18,Computer Science_related_roles,,15.848214285714285,18.526785714285715,26.5625,21.428571428571427,12.5,4.910714285714286,0.2232142857142857,7.627232142857143,34.375,60.9375,82.36607142857143
EA10001,EXTRA ACADEMIC ACTIVITY-I ,73,287,218,117,132,85,3,Autumn 18,Other_related_roles,,7.978142076502732,31.366120218579237,23.825136612021858,12.786885245901638,14.426229508196723,9.289617486338798,0.32786885245901637,7.287431693989071,39.34426229508197,63.169398907103826,75.95628415300547
EA10005,INDUCTION PROGRAM ,0,0,0,0,0,0,0,Autumn 18,Other_related_roles,,,,,,,,,,,,
MA10001,MATHEMATICS-I ,163,251,163,125,88,122,4,Autumn 18,Mathematics_related_roles,,17.79475982532751,27.40174672489083,17.79475982532751,13.646288209606988,9.606986899563319,13.318777292576419,0.43668122270742354,7.200873362445415,45.196506550218345,62.991266375545855,76.63755458515284
ME10001,MECHANICS ,53,87,108,62,50,86,3,Autumn 18,Mechanical Engineering_related_roles,,11.804008908685969,19.37639198218263,24.053452115812917,13.808463251670378,11.1358574610245,19.15367483296214,0.6681514476614699,6.4832962138084635,31.180400890868597,55.233853006681514,69.04231625835189
PH11001,PHYSICS ,30,81,100,98,64,75,1,Autumn 18,Physics_related_roles,,6.6815144766147,18.040089086859687,22.271714922049,21.826280623608017,14.253897550111358,16.70378619153675,0.22271714922048996,6.456570155902004,24.72160356347439,46.99331848552339,68.8195991091314
PH19001,PHYSICS LAB. ,161,154,93,24,10,5,2,Autumn 18,Physics_related_roles,,35.85746102449889,34.29844097995546,20.71269487750557,5.3452115812917596,2.2271714922048997,1.1135857461024499,0.4454342984409799,8.837416481069042,70.15590200445435,90.86859688195992,96.21380846325168
CY11001,CHEMISTRY ,29,89,102,88,68,72,0,Spring 19,Chemistry_related_roles,,6.4732142857142865,19.866071428571427,22.767857142857142,19.642857142857142,15.178571428571427,16.071428571428573,0.0,6.542410714285714,26.339285714285715,49.10714285714286,68.75
CY19001,CHEMISTRY LAB. ,155,241,40,6,3,3,0,Spring 19,Chemistry_related_roles,,34.598214285714285,53.79464285714286,8.928571428571429,1.3392857142857142,0.6696428571428571,0.6696428571428571,0.0,9.149553571428571,88.39285714285714,97.32142857142857,98.66071428571428
EA10002,EXTRA ACADEMIC ACTIVITY-II ,80,254,246,149,114,69,0,Spring 19,Other_related_roles,,8.771929824561402,27.850877192982455,26.973684210526315,16.337719298245617,12.5,7.565789473684211,0.0,7.43530701754386,36.622807017543856,63.59649122807017,79.93421052631578
EE11001,ELECTRICAL TECHNOLOGY ,20,45,68,107,135,71,1,Spring 19,Electrical Engineering_related_roles,,4.47427293064877,10.06711409395973,15.212527964205815,23.937360178970916,30.201342281879196,15.883668903803134,0.22371364653243847,6.058165548098434,14.5413870246085,29.753914988814316,53.691275167785236
EE19001,ELECTRICAL TECHNOLOGY LAB. ,30,127,182,69,23,16,1,Spring 19,Electrical Engineering_related_roles,,6.696428571428571,28.348214285714285,40.625,15.401785714285715,5.133928571428571,3.571428571428571,0.2232142857142857,7.857142857142857,35.044642857142854,75.66964285714286,91.07142857142858
HS13001,ENGLISH FOR COMMUNICATION ,14,103,162,159,7,2,0,Spring 19,Humanities and Social Science_related_roles,,3.131991051454139,23.042505592841163,36.241610738255034,35.57046979865772,1.5659955257270695,0.44742729306487694,0.0,7.8702460850111855,26.174496644295303,62.41610738255034,97.98657718120805
MA10002,MATHEMATICS-II ,130,186,210,142,111,133,1,Spring 19,Mathematics_related_roles,,14.238773274917854,20.372398685651696,23.001095290251918,15.553121577217963,12.157721796276014,14.56736035049288,0.10952902519167579,6.9156626506024095,34.61117196056955,57.61226725082147,73.16538882803943
ME19001,INTRODUCTION TO MANUFACTURING PROCESSES ,14,334,88,4,4,3,0,Spring 19,Mechanical Engineering_related_roles,,3.131991051454139,74.72035794183445,19.686800894854585,0.8948545861297539,0.8948545861297539,0.6711409395973155,0.0,8.72930648769575,77.85234899328859,97.53914988814317,98.43400447427292
AE21001,INTRODUCTION TO AERODYNAMICS ,1,7,22,4,10,0,0,Autumn 19,Aerospace Engineering_related_roles,,2.272727272727273,15.909090909090908,50.0,9.090909090909092,22.727272727272727,0.0,0.0,7.659090909090909,18.18181818181818,68.18181818181819,77.27272727272728
AE21003,DYNAMICS FOR AEROSPACE ENGINEERS ,1,2,5,18,9,7,0,Autumn 19,Aerospace Engineering_related_roles,,2.380952380952381,4.761904761904762,11.904761904761903,42.857142857142854,21.428571428571427,16.666666666666664,0.0,5.904761904761905,7.142857142857142,19.047619047619044,61.9047619047619
BS20001,SCIENCE OF LIVING SYSTEM ,19,60,83,96,82,71,0,Autumn 19,Other_related_roles,,4.622871046228711,14.5985401459854,20.194647201946474,23.357664233576642,19.951338199513383,17.27493917274939,0.0,6.223844282238443,19.22141119221411,39.416058394160586,62.77372262773723
EA10003,EXTRA ACADEMIC ACTIVITY-III ,78,181,270,208,91,49,2,Autumn 19,Other_related_roles,,8.873720136518772,20.591581342434583,30.716723549488055,23.66325369738339,10.352673492605232,5.5745164960182025,0.22753128555176336,7.4755403868031856,29.465301478953357,60.182025028441416,83.84527872582481
EC21101,BASIC ELECTRONICS ,39,67,27,7,3,1,0,Autumn 19,Other_related_roles,,27.083333333333332,46.52777777777778,18.75,4.861111111111112,2.083333333333333,0.6944444444444444,0.0,8.86111111111111,73.61111111111111,92.36111111111111,97.22222222222223
EC29001,BASIC ELECTRONICS LAB. ,29,64,22,16,10,3,0,Autumn 19,Other_related_roles,,20.13888888888889,44.44444444444444,15.277777777777779,11.11111111111111,6.944444444444445,2.083333333333333,0.0,8.430555555555555,64.58333333333333,79.86111111111111,90.97222222222223
EV20001,ENVIRONMENTAL SCIENCE ,28,102,118,107,40,20,0,Autumn 19,Other_related_roles,,6.746987951807229,24.57831325301205,28.433734939759038,25.783132530120483,9.63855421686747,4.819277108433735,0.0,7.544578313253012,31.325301204819276,59.75903614457832,85.5421686746988
MA20101,TRANSFORM CALCULUS ,98,86,96,69,58,56,0,Autumn 19,Mathematics_related_roles,,21.166306695464364,18.57451403887689,20.734341252699785,14.902807775377969,12.526997840172784,12.095032397408207,0.0,7.241900647948164,39.740820734341256,60.47516198704104,75.37796976241901
AE21002,LOW SPEED AERODYNAMICS ,3,6,16,8,8,1,0,Spring 20,Aerospace Engineering_related_roles,,7.142857142857142,14.285714285714285,38.095238095238095,19.047619047619047,19.047619047619047,2.380952380952381,0.0,7.523809523809524,21.428571428571427,59.52380952380952,78.57142857142857
AE21004,INTRODUCTION TO AEROSPACE STRUCTURES ,12,10,8,5,4,3,0,Spring 20,Aerospace Engineering_related_roles,,28.57142857142857,23.809523809523807,19.047619047619047,11.904761904761903,9.523809523809524,7.142857142857142,0.0,7.928571428571429,52.38095238095238,71.42857142857143,83.33333333333333
AE21008,INTRODUCTION TO FLIGHT VEHICLE CONTROLS ,7,12,9,5,6,2,0,Spring 20,Aerospace Engineering_related_roles,,17.073170731707318,29.268292682926827,21.951219512195124,12.195121951219512,14.634146341463413,4.878048780487805,0.0,7.829268292682927,46.34146341463415,68.29268292682927,80.48780487804879
AE29002,AERODYNAMICS LAB-I ,12,24,5,1,0,1,0,Spring 20,Aerospace Engineering_related_roles,,27.906976744186046,55.81395348837209,11.627906976744185,2.3255813953488373,0.0,2.3255813953488373,0.0,8.906976744186046,83.72093023255815,95.34883720930233,97.67441860465117
AE29004,STRUCTURES LAB -I ,29,11,0,2,0,0,0,Spring 20,Aerospace Engineering_related_roles,,69.04761904761905,26.190476190476193,0.0,4.761904761904762,0.0,0.0,0.0,9.595238095238095,95.23809523809524,95.23809523809524,100.0
EA10004,EXTRA ACADEMIC ACTIVITY-IV ,69,260,317,150,33,47,3,Spring 20,Other_related_roles,,7.849829351535837,29.579067121729235,36.063708759954494,17.064846416382252,3.754266211604096,5.346985210466439,0.3412969283276451,7.751990898748578,37.42889647326507,73.49260523321956,90.55745164960182
HS30073,ENVIRONMENTAL SOCIOLOGY ,0,0,0,4,0,0,0,Spring 20,Humanities and Social Science_related_roles,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0
MA20102,NUMERICAL SOLUTION OF ORDINARY AND PDE ,20,51,44,56,33,13,0,Spring 20,Mathematics_related_roles,,9.216589861751153,23.502304147465438,20.276497695852534,25.806451612903224,15.207373271889402,5.990783410138248,0.0,7.377880184331797,32.71889400921659,52.995391705069125,78.80184331797236
AE31001,THERMODYNAMICS & AEROSPACE PROP.SYSTEM ,8,24,6,5,0,0,0,Autumn 20,Aerospace Engineering_related_roles,,18.6046511627907,55.81395348837209,13.953488372093023,11.627906976744185,0.0,0.0,0.0,8.813953488372093,74.4186046511628,88.37209302325581,100.0
AE31007,MECHANICS OF FLIGHT ,0,0,4,8,22,8,0,Autumn 20,Aerospace Engineering_related_roles,,0.0,0.0,9.523809523809524,19.047619047619047,52.38095238095239,19.047619047619047,0.0,5.238095238095238,0.0,9.523809523809524,28.57142857142857
AE31009,AEROSPACE STRUCTURAL ANALYSIS ,13,15,6,4,1,3,0,Autumn 20,Aerospace Engineering_related_roles,,30.952380952380953,35.714285714285715,14.285714285714285,9.523809523809524,2.380952380952381,7.142857142857142,0.0,8.261904761904763,66.66666666666667,80.95238095238096,90.47619047619048
AE31103,HIGH SPEED AERODYNAMICS ,1,4,19,10,4,4,0,Autumn 20,Aerospace Engineering_related_roles,,2.380952380952381,9.523809523809524,45.23809523809524,23.809523809523807,9.523809523809524,9.523809523809524,0.0,6.9523809523809526,11.904761904761905,57.142857142857146,80.95238095238095
AE39001,AERODYNAMICS LAB-II ,13,17,11,0,0,0,0,Autumn 20,Aerospace Engineering_related_roles,,31.70731707317073,41.46341463414634,26.82926829268293,0.0,0.0,0.0,0.0,9.048780487804878,73.17073170731707,100.0,100.0
AE39003,STRUCTURES LAB -II ,5,20,9,3,5,0,0,Autumn 20,Aerospace Engineering_related_roles,,11.904761904761903,47.61904761904761,21.428571428571427,7.142857142857142,11.904761904761903,0.0,0.0,8.404761904761905,59.52380952380952,80.95238095238095,88.09523809523809
ET60012, ,1,0,0,0,2,0,0,Autumn 20,Other_related_roles,,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,0.0,7.333333333333333,33.33333333333333,33.33333333333333,33.33333333333333
AE31002,AEROSPACE STRUCTURAL DYNAMICS ,7,16,10,3,3,2,0,Spring 21,Aerospace Engineering_related_roles,,17.073170731707318,39.02439024390244,24.390243902439025,7.317073170731707,7.317073170731707,4.878048780487805,0.0,8.121951219512194,56.09756097560975,80.48780487804878,87.80487804878048
AE31004,AIRCRAFT STABILITY AND CONTROL ,4,7,20,3,2,3,1,Spring 21,Aerospace Engineering_related_roles,Control Systems and Flight Controls; ,10.0,17.5,50.0,7.5,5.0,7.5,2.5,7.4,27.5,77.5,85.0
AE31006,COMPUTER APPLICATION IN AERO. ENGINEERING ,3,12,14,7,4,1,0,Spring 21,Aerospace Engineering_related_roles,,7.317073170731707,29.268292682926827,34.146341463414636,17.073170731707318,9.75609756097561,2.4390243902439024,0.0,7.878048780487805,36.58536585365853,70.73170731707316,87.80487804878048
AE31008,THEORY OF JET PROPULSION ,4,17,9,5,5,1,0,Spring 21,Aerospace Engineering_related_roles,,9.75609756097561,41.46341463414634,21.951219512195124,12.195121951219512,12.195121951219512,2.4390243902439024,0.0,8.048780487804878,51.21951219512195,73.17073170731707,85.3658536585366
AE31010,VISCOUS FLOW THEORY ,4,9,14,8,3,3,0,Spring 21,Aerospace Engineering_related_roles,Fluid Dynamics and Aerodynamics; ,9.75609756097561,21.951219512195124,34.146341463414636,19.51219512195122,7.317073170731707,7.317073170731707,0.0,7.487804878048781,31.707317073170735,65.85365853658537,85.3658536585366
AE39002,SYSTEM LABORATORY ,6,17,12,4,1,1,0,Spring 21,Aerospace Engineering_related_roles,Computational Methods; ,14.634146341463413,41.46341463414634,29.268292682926827,9.75609756097561,2.4390243902439024,2.4390243902439024,0.0,8.365853658536585,56.09756097560975,85.36585365853658,95.12195121951218
AE39004,PROPULSION LABORATORY ,5,27,5,2,1,1,0,Spring 21,Aerospace Engineering_related_roles,,12.195121951219512,65.85365853658537,12.195121951219512,4.878048780487805,2.4390243902439024,2.4390243902439024,0.0,8.609756097560975,78.04878048780489,90.2439024390244,95.1219512195122
AE47007,PROJECT-I ,11,10,7,1,0,0,0,Autumn 21,Aerospace Engineering_related_roles,,37.93103448275862,34.48275862068966,24.137931034482758,3.4482758620689653,0.0,0.0,0.0,9.068965517241379,72.41379310344828,96.55172413793105,100.00000000000001
AE48003,SUMMER TRAINING ,0,1,1,2,0,0,0,Autumn 21,Aerospace Engineering_related_roles,,0.0,25.0,25.0,50.0,0.0,0.0,0.0,7.75,25.0,50.0,100.0
AE49003,AIRCRAFT DESIGN & OPTIMISATION ,22,13,2,1,3,0,0,Autumn 21,Aerospace Engineering_related_roles,,53.65853658536586,31.70731707317073,4.878048780487805,2.4390243902439024,7.317073170731707,0.0,0.0,9.21951219512195,85.3658536585366,90.2439024390244,92.6829268292683
AE51019,SMART STRUCTURES ,0,0,0,0,1,1,1,Autumn 21,Aerospace Engineering_related_roles,Structural Mechanics and Materials; ,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,2.0,0.0,0.0,0.0
CS66010, ,10,10,4,0,0,0,0,Autumn 21,Computer Science_related_roles,,41.66666666666667,41.66666666666667,16.666666666666664,0.0,0.0,0.0,0.0,9.25,83.33333333333334,100.0,100.0
HS20001,ECONOMICS ,4,14,30,4,0,0,0,Autumn 21,Humanities and Social Science_related_roles,,7.6923076923076925,26.923076923076923,57.692307692307686,7.6923076923076925,0.0,0.0,0.0,8.346153846153847,34.61538461538461,92.30769230769229,99.99999999999999
KS20201,THEORIES OF LANGUAGE COMPREHENSION: INDIA AND BEYOND ,0,1,7,5,0,0,0,Autumn 21,Other_related_roles,,0.0,7.6923076923076925,53.84615384615385,38.46153846153847,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,61.53846153846154,100.0
KS20203,PANINIAN GRAMMAR FROM COMPUTATIONAL PERSPECTIVE ,0,0,1,0,0,2,0,Autumn 21,Other_related_roles,,0.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666,0.0,2.6666666666666665,0.0,33.33333333333333,33.33333333333333
KS60001, ,6,41,67,44,9,6,0,Autumn 21,Other_related_roles,,3.4682080924855487,23.699421965317917,38.72832369942196,25.43352601156069,5.202312138728324,3.4682080924855487,0.0,7.670520231213873,27.167630057803464,65.89595375722543,91.32947976878611
AE40037,PHYSICS OF FLUID FLOW EXPERIMENTS ,0,0,1,0,0,0,0,Spring 22,Aerospace Engineering_related_roles,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,100.0
AE48002,COMPREHENSIVE VIVA VOCE ,0,0,2,4,3,2,0,Spring 22,Aerospace Engineering_related_roles,General; ,0.0,0.0,18.181818181818183,36.36363636363637,27.27272727272727,18.181818181818183,0.0,5.636363636363637,0.0,18.181818181818183,54.54545454545455
AE51003,APPLIED ELASTICITY & PLASTICITY ,0,0,0,1,0,1,0,Spring 22,Aerospace Engineering_related_roles,,0.0,0.0,0.0,50.0,0.0,50.0,0.0,3.5,0.0,0.0,50.0
AI60004, ,27,141,89,2,2,0,0,Spring 22,Artificial Intelligence_related_roles,,10.344827586206897,54.02298850574713,34.099616858237546,0.7662835249042145,0.7662835249042145,0.0,0.0,8.724137931034482,64.36781609195403,98.46743295019158,99.23371647509579
EP60004, ,4,12,14,16,10,2,0,Spring 22,Other_related_roles,,6.896551724137931,20.689655172413794,24.137931034482758,27.586206896551722,17.24137931034483,3.4482758620689653,0.0,7.448275862068965,27.586206896551722,51.72413793103448,79.31034482758619
ET60006, ,14,38,30,4,0,0,0,Spring 22,Other_related_roles,,16.27906976744186,44.18604651162791,34.883720930232556,4.651162790697675,0.0,0.0,0.0,8.720930232558139,60.46511627906977,95.34883720930233,100.0
RX60019, ,5,19,37,87,1,0,0,Spring 22,Other_related_roles,,3.3557046979865772,12.751677852348994,24.832214765100673,58.38926174496645,0.6711409395973155,0.0,0.0,7.597315436241611,16.107382550335572,40.939597315436245,99.32885906040269
CY11001,CHEMISTRY ,33,123,109,69,49,50,1,Autumn 18,Chemistry_related_roles,,7.603686635944701,28.341013824884794,25.115207373271893,15.898617511520738,11.29032258064516,11.52073732718894,0.2304147465437788,7.110599078341014,35.944700460829495,61.05990783410139,76.95852534562212
CY19001,CHEMISTRY LAB. ,89,263,67,8,4,3,0,Autumn 18,Chemistry_related_roles,,20.506912442396313,60.59907834101382,15.43778801843318,1.8433179723502304,0.9216589861751152,0.6912442396313364,0.0,8.923963133640553,81.10599078341014,96.54377880184332,98.38709677419355
EE11001,ELECTRICAL TECHNOLOGY ,20,54,90,99,95,74,2,Autumn 18,Electrical Engineering_related_roles,,4.6082949308755765,12.442396313364055,20.737327188940093,22.811059907834103,21.889400921658986,17.050691244239633,0.4608294930875576,6.149769585253456,17.05069124423963,37.78801843317972,60.59907834101382
EE19001,ELECTRICAL TECHNOLOGY LAB. ,22,118,175,68,31,18,2,Autumn 18,Electrical Engineering_related_roles,,5.0691244239631335,27.188940092165897,40.32258064516129,15.668202764976957,7.142857142857142,4.147465437788019,0.4608294930875576,7.7050691244239635,32.25806451612903,72.58064516129032,88.24884792626727
HS13001,ENGLISH FOR COMMUNICATION ,17,67,191,158,32,2,0,Autumn 18,Humanities and Social Science_related_roles,,3.640256959314775,14.346895074946467,40.899357601713064,33.83297644539615,6.852248394004283,0.4282655246252677,0.0,7.706638115631692,17.987152034261243,58.886509635974306,92.71948608137046
ME19001,INTRODUCTION TO MANUFACTURING PROCESSES ,18,300,133,12,3,2,0,Autumn 18,Mechanical Engineering_related_roles,,3.8461538461538463,64.1025641025641,28.418803418803417,2.564102564102564,0.641025641025641,0.4273504273504274,0.0,8.645299145299145,67.94871794871794,96.36752136752136,98.93162393162393
CE13001,ENGINEERING DRAWING AND COMPUTER GRAPHICS ,47,118,134,81,38,14,0,Spring 19,Civil Engineering_related_roles,,10.87962962962963,27.314814814814813,31.01851851851852,18.75,8.796296296296296,3.2407407407407405,0.0,7.868055555555555,38.19444444444444,69.21296296296296,87.96296296296296
CS10001,PROGRAMMING AND DATA STRUCTURES ,51,80,95,118,75,44,2,Spring 19,Computer Science_related_roles,Programming and Software Engineering; Competitive Programming for IT; ,10.967741935483872,17.20430107526882,20.43010752688172,25.376344086021508,16.129032258064516,9.46236559139785,0.43010752688172044,7.023655913978494,28.17204301075269,48.602150537634415,73.97849462365592
CS19101,PROGRAMMING AND DATA STRUCTURES TUTORIAL AND LABORATORY ,67,111,121,87,54,25,0,Spring 19,Computer Science_related_roles,,14.408602150537634,23.870967741935484,26.021505376344084,18.70967741935484,11.612903225806452,5.376344086021505,0.0,7.67741935483871,38.27956989247312,64.3010752688172,83.01075268817203
ME10001,MECHANICS ,34,58,74,100,96,102,1,Spring 19,Mechanical Engineering_related_roles,,7.311827956989248,12.473118279569892,15.913978494623656,21.50537634408602,20.64516129032258,21.935483870967744,0.21505376344086022,5.870967741935484,19.78494623655914,35.6989247311828,57.204301075268816
PH11001,PHYSICS ,25,73,88,87,63,96,0,Spring 19,Physics_related_roles,,5.787037037037037,16.89814814814815,20.37037037037037,20.13888888888889,14.583333333333334,22.22222222222222,0.0,6.013888888888889,22.685185185185187,43.05555555555556,63.19444444444444
PH19001,PHYSICS LAB. ,86,202,94,30,16,4,0,Spring 19,Physics_related_roles,,19.90740740740741,46.75925925925926,21.75925925925926,6.944444444444445,3.7037037037037033,0.9259259259259258,0.0,8.648148148148149,66.66666666666667,88.42592592592592,95.37037037037037
HS20002,GENERAL PSYCHOLOGY ,3,3,13,6,2,0,0,Spring 20,Humanities and Social Science_related_roles,,11.11111111111111,11.11111111111111,48.148148148148145,22.22222222222222,7.4074074074074066,0.0,0.0,7.962962962962963,22.22222222222222,70.37037037037037,92.59259259259258
MA20104,PROBABILITY & STATISTICS ,167,113,107,67,31,25,0,Spring 20,Mathematics_related_roles,,32.745098039215684,22.15686274509804,20.980392156862745,13.137254901960786,6.078431372549019,4.901960784313726,0.0,8.231372549019607,54.90196078431372,75.88235294117646,89.01960784313725
MA61008, ,0,0,1,0,0,0,0,Autumn 20,Mathematics_related_roles,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,100.0
HS60084, ,6,20,11,7,3,0,1,Autumn 21,Humanities and Social Science_related_roles,,12.5,41.66666666666667,22.916666666666664,14.583333333333334,6.25,0.0,2.083333333333333,8.229166666666666,54.16666666666667,77.08333333333334,91.66666666666667
HS30048,GERMAN ,9,9,3,2,1,0,0,Spring 20,Humanities and Social Science_related_roles,,37.5,37.5,12.5,8.333333333333332,4.166666666666666,0.0,0.0,8.958333333333334,75.0,87.5,95.83333333333333
ES60004, ,1,8,3,0,1,0,0,Autumn 20,Environmental Science_related_roles,,7.6923076923076925,61.53846153846154,23.076923076923077,0.0,7.6923076923076925,0.0,0.0,8.615384615384615,69.23076923076923,92.3076923076923,92.3076923076923
CD66001, ,128,12,3,7,0,0,0,Spring 21,Other_related_roles,,85.33333333333334,8.0,2.0,4.666666666666667,0.0,0.0,0.0,9.74,93.33333333333334,95.33333333333334,100.00000000000001
AE40031,COMPUTATIONAL FLUID DYNAMICS ,2,14,3,0,1,0,0,Autumn 21,Aerospace Engineering_related_roles,Fluid Dynamics and Aerodynamics; ,10.0,70.0,15.0,0.0,5.0,0.0,0.0,8.8,80.0,95.0,95.0
AE61007, ,3,14,1,0,0,0,0,Autumn 21,Aerospace Engineering_related_roles,,16.666666666666664,77.77777777777779,5.555555555555555,0.0,0.0,0.0,0.0,9.11111111111111,94.44444444444446,100.00000000000001,100.00000000000001
AI61003, ,68,66,17,8,0,0,0,Autumn 21,Artificial Intelligence_related_roles,,42.76729559748428,41.509433962264154,10.69182389937107,5.031446540880504,0.0,0.0,0.0,9.220125786163521,84.27672955974843,94.9685534591195,100.00000000000001
AI61005, ,29,37,64,46,24,0,1,Autumn 21,Artificial Intelligence_related_roles,,14.427860696517413,18.407960199004975,31.8407960199005,22.885572139303484,11.940298507462686,0.0,0.4975124378109453,7.965174129353234,32.83582089552239,64.67661691542288,87.56218905472636
AE51019,SMART STRUCTURES ,0,3,5,0,0,0,0,Spring 22,Aerospace Engineering_related_roles,Structural Mechanics and Materials; ,0.0,37.5,62.5,0.0,0.0,0.0,0.0,8.375,37.5,100.0,100.0
AI42001,MACHINE LEARNING FOUNDATIONS AND APPLICATIONS ,64,241,63,3,0,0,0,Spring 22,Artificial Intelligence_related_roles,,17.25067385444744,64.95956873315365,16.9811320754717,0.8086253369272237,0.0,0.0,0.0,8.986522911051212,82.21024258760109,99.19137466307279,100.00000000000001
AI61002, ,8,98,82,8,1,1,0,Spring 22,Artificial Intelligence_related_roles,,4.040404040404041,49.494949494949495,41.41414141414141,4.040404040404041,0.5050505050505051,0.5050505050505051,0.0,8.484848484848484,53.535353535353536,94.94949494949495,98.98989898989899
AI61004, ,0,9,7,3,0,0,0,Spring 22,Artificial Intelligence_related_roles,,0.0,47.368421052631575,36.84210526315789,15.789473684210526,0.0,0.0,0.0,8.31578947368421,47.368421052631575,84.21052631578947,99.99999999999999
HS30054,SOCIOLOGY OF RESOURCE MANAGEMENT ,0,5,11,3,0,0,0,Spring 22,Humanities and Social Science_related_roles,,0.0,26.31578947368421,57.89473684210527,15.789473684210526,0.0,0.0,0.0,8.105263157894736,26.31578947368421,84.21052631578948,100.0
MA60002, ,10,10,2,1,0,0,0,Spring 22,Mathematics_related_roles,,43.47826086956522,43.47826086956522,8.695652173913043,4.3478260869565215,0.0,0.0,0.0,9.26086956521739,86.95652173913044,95.65217391304348,100.0
AE48003,SUMMER TRAINING ,15,18,7,12,1,0,1,Autumn 22,Aerospace Engineering_related_roles,,27.77777777777778,33.33333333333333,12.962962962962962,22.22222222222222,1.8518518518518516,0.0,1.8518518518518516,8.481481481481481,61.11111111111111,74.07407407407408,96.2962962962963
AE51005,UNSTEADY AERODYNAMICS ,4,8,0,2,2,1,0,Autumn 22,Aerospace Engineering_related_roles,,23.52941176470588,47.05882352941176,0.0,11.76470588235294,11.76470588235294,5.88235294117647,0.0,8.117647058823529,70.58823529411764,70.58823529411764,82.35294117647058
AE57003,PROJECT ,9,15,3,1,0,0,0,Autumn 22,Aerospace Engineering_related_roles,,32.142857142857146,53.57142857142857,10.714285714285714,3.571428571428571,0.0,0.0,0.0,9.142857142857142,85.71428571428572,96.42857142857143,100.0
AE58001,COMPREHENSIVE VIVA VOCE ,0,1,7,8,9,3,0,Autumn 22,Aerospace Engineering_related_roles,General; ,0.0,3.571428571428571,25.0,28.57142857142857,32.142857142857146,10.714285714285714,0.0,6.25,3.571428571428571,28.57142857142857,57.14285714285714
AI60007, ,5,4,9,6,5,2,0,Autumn 22,Artificial Intelligence_related_roles,,16.129032258064516,12.903225806451612,29.03225806451613,19.35483870967742,16.129032258064516,6.451612903225806,0.0,7.419354838709677,29.032258064516128,58.064516129032256,77.41935483870968
AI60201, ,10,25,39,27,7,2,0,Autumn 22,Artificial Intelligence_related_roles,,9.090909090909092,22.727272727272727,35.45454545454545,24.545454545454547,6.363636363636363,1.8181818181818181,0.0,7.890909090909091,31.81818181818182,67.27272727272728,91.81818181818183
HS60044, ,5,5,3,2,1,0,0,Spring 20,Humanities and Social Science_related_roles,,31.25,31.25,18.75,12.5,6.25,0.0,0.0,8.6875,62.5,81.25,93.75
RD30005,FUNDAMENTALS OF RURAL INNOVATION AND MANAGEMENT ,1,2,1,0,0,0,0,Autumn 20,Other_related_roles,,25.0,50.0,25.0,0.0,0.0,0.0,0.0,9.0,75.0,100.0,100.0
AE40004,ADVANCED STRUCTURAL DYNAMICS ,0,2,2,3,0,0,0,Autumn 21,Aerospace Engineering_related_roles,,0.0,28.57142857142857,28.57142857142857,42.857142857142854,0.0,0.0,0.0,7.857142857142857,28.57142857142857,57.14285714285714,100.0
AE40018,INTRODUCTION TO TURBULENCE ,0,2,1,6,0,0,0,Autumn 21,Aerospace Engineering_related_roles,,0.0,22.22222222222222,11.11111111111111,66.66666666666666,0.0,0.0,0.0,7.555555555555555,22.22222222222222,33.33333333333333,99.99999999999999
AE40037,PHYSICS OF FLUID FLOW EXPERIMENTS ,3,1,0,1,0,1,0,Autumn 21,Aerospace Engineering_related_roles,,50.0,16.666666666666664,0.0,16.666666666666664,0.0,16.666666666666664,0.0,7.666666666666667,66.66666666666666,66.66666666666666,83.33333333333331
AE51017,ADVANCED GAS DYNAMICS ,0,0,1,1,0,0,0,Autumn 21,Aerospace Engineering_related_roles,,0.0,0.0,50.0,50.0,0.0,0.0,0.0,7.5,0.0,50.0,100.0
